,SPY,XLC,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLRE,XLK,XLU
2019-09-18,301.1,51.09,122.52,60.88,61.95,28.52,91.44,79.12,58.67,39.42,81.28,63.81
2019-09-19,301.08,51.14,122.19,60.87,61.79,28.39,91.87,78.72,58.77,39.55,81.46,64.11
2019-09-20,298.28,50.69,120.39,60.32,61.28,28.08,92.0,77.81,58.34,39.12,80.26,63.87
2019-09-23,298.21,50.51,120.81,60.56,61.3,28.13,91.51,77.66,58.2,39.26,80.51,63.88
2019-09-24,295.87,49.75,119.52,60.81,60.33,27.86,90.67,77.22,57.7,39.21,79.73,64.63
2019-09-25,297.62,50.32,120.61,60.85,60.43,28.09,90.23,77.72,58.0,39.17,80.68,64.59
2019-09-26,297.0,49.83,120.09,61.19,59.64,27.96,89.73,77.83,57.87,39.55,80.77,64.93
2019-09-27,295.4,49.27,119.67,61.12,59.63,28.07,89.33,77.52,57.71,39.29,79.69,64.7
2019-09-30,296.77,49.52,120.7,61.42,59.2,28.0,90.13,77.63,58.2,39.34,80.53,64.74
2019-10-01,293.24,49.02,119.69,61.26,57.83,27.41,89.25,75.77,56.83,39.0,79.78,64.59
2019-10-02,288.06,48.28,117.54,60.03,56.41,26.85,87.95,74.34,55.81,38.76,78.28,63.73
2019-10-03,290.42,48.75,118.11,60.45,57.02,26.96,88.74,74.83,56.01,39.22,79.24,63.88
2019-10-04,294.35,49.41,119.22,61.4,57.38,27.46,90.13,75.61,56.31,39.4,80.55,64.77
2019-10-07,293.08,49.41,118.7,60.9,56.87,27.32,89.83,75.23,56.11,39.33,80.21,64.52
2019-10-08,288.53,48.61,117.45,60.32,55.9,26.78,88.12,74.07,55.13,39.14,78.74,63.92
2019-10-09,291.27,48.9,118.45,60.78,56.41,27.03,88.76,74.7,55.75,39.26,79.91,64.23
2019-10-10,293.24,49.18,119.24,60.9,57.12,27.31,89.2,75.38,56.26,39.36,80.46,64.16
2019-10-11,296.28,49.76,120.59,60.84,57.89,27.65,89.94,76.8,57.35,39.23,81.57,63.92
2019-10-14,295.95,49.65,120.53,60.54,57.86,27.69,89.9,76.65,56.94,39.29,81.52,63.51
2019-10-15,298.88,50.5,121.59,60.28,58.1,28.09,91.54,77.27,57.34,39.32,82.42,63.31
2019-10-16,298.4,50.59,122.09,60.34,57.29,28.02,91.42,77.23,57.46,39.27,81.85,63.45
2019-10-17,299.28,50.89,122.41,60.62,57.33,28.04,92.1,77.61,57.61,39.53,81.69,63.61
2019-10-18,297.97,50.3,122.17,60.74,57.03,28.11,91.76,76.94,57.51,39.91,80.91,63.82
2019-10-21,299.99,50.6,122.6,60.94,58.05,28.5,91.66,77.4,57.33,40.18,81.78,64.07
2019-10-22,299.01,50.11,121.82,60.96,58.8,28.42,91.86,78.01,57.09,40.06,80.68,64.34
2019-10-23,299.88,50.5,121.26,61.24,59.29,28.54,92.43,78.0,57.45,40.13,80.75,64.6
2019-10-24,300.37,49.93,121.2,61.45,59.04,28.5,91.96,78.11,57.63,39.98,81.93,64.82
2019-10-25,301.6,50.32,121.06,61.09,59.52,28.64,92.06,78.6,58.26,39.49,82.92,64.16
2019-10-28,303.3,50.79,121.44,60.97,59.18,28.79,93.01,78.82,58.44,39.07,83.97,63.28
2019-10-29,303.21,50.33,120.75,60.97,59.42,28.86,94.33,79.08,58.8,39.17,83.21,63.34
2019-10-30,304.14,50.47,121.5,61.25,58.21,28.84,94.86,79.36,58.85,39.46,83.72,63.9
2019-10-31,303.33,50.62,120.85,61.16,57.96,28.7,94.75,78.51,58.19,39.33,83.67,64.25
2019-11-01,306.14,50.95,121.65,61.15,59.28,29.12,94.87,80.22,59.01,39.23,84.67,64.09
2019-11-04,307.37,51.23,121.71,60.56,61.21,29.37,94.58,81.15,59.47,38.79,85.11,63.27
2019-11-05,307.03,51.25,121.89,60.76,61.29,29.48,93.91,81.32,59.57,38.12,85.01,62.62
2019-11-06,307.1,51.07,122.02,61.01,60.04,29.63,94.23,81.37,59.53,38.26,84.97,62.86
2019-11-07,308.18,51.39,121.29,60.8,60.94,29.85,94.44,81.65,59.93,37.85,85.64,62.01
2019-11-08,308.94,51.53,121.34,60.76,60.69,29.84,95.13,81.76,60.17,37.78,86.12,61.75
2019-11-11,308.35,51.29,121.09,60.67,60.35,29.76,94.74,81.8,60.08,37.85,86.16,61.37
2019-11-12,309.0,51.35,121.01,60.87,60.04,29.8,95.31,81.79,60.39,37.6,86.45,61.52
2019-11-13,309.1,51.33,120.63,61.33,59.78,29.61,95.42,81.45,60.04,37.98,86.64,62.43
2019-11-14,309.55,51.56,121.15,61.31,59.62,29.67,95.43,81.71,60.41,38.36,86.54,62.65
2019-11-15,311.79,51.99,121.37,61.33,60.08,29.75,97.46,82.31,60.36,38.55,87.24,62.85
2019-11-18,312.02,52.17,121.79,61.65,59.35,29.81,97.13,82.0,60.21,38.76,87.5,62.98
2019-11-19,311.93,52.2,120.45,61.57,58.47,29.87,97.79,81.93,60.08,38.84,87.67,62.82
2019-11-20,310.77,51.88,120.17,61.71,59.06,29.73,97.66,81.28,59.33,38.86,87.14,63.2
2019-11-21,310.27,52.02,119.49,61.4,60.03,29.7,97.91,81.25,59.23,38.34,86.7,62.98
2019-11-22,310.96,52.04,120.31,61.3,59.83,29.92,98.26,81.67,59.33,38.12,86.59,63.0
2019-11-25,313.37,52.2,121.37,61.37,59.89,30.11,99.41,82.26,59.72,38.15,87.85,62.79
2019-11-26,314.08,52.37,122.2,61.87,59.34,30.08,99.33,82.5,60.02,38.68,87.93,63.0
2019-11-27,315.48,52.74,123.25,62.02,59.49,30.2,99.84,82.42,60.26,38.8,88.42,63.11
2019-11-29,314.31,52.56,122.45,62.0,58.89,30.15,99.49,82.04,60.04,38.65,88.16,63.05
2019-12-02,311.64,52.06,121.44,62.14,58.89,29.96,99.05,80.69,59.44,37.94,86.9,62.64
2019-12-03,309.55,51.96,120.22,62.04,58.01,29.54,98.83,79.81,59.06,38.25,86.13,62.81
2019-12-04,311.46,52.23,120.89,62.45,58.88,29.82,99.75,80.12,59.19,38.45,86.48,63.29
2019-12-05,312.02,52.45,120.77,62.43,58.6,29.96,99.75,80.14,59.49,38.51,86.8,63.4
2019-12-06,314.87,52.76,121.74,62.67,59.72,30.36,100.41,81.11,60.1,38.52,87.76,63.21
2019-12-09,313.88,52.56,121.89,62.72,59.65,30.29,99.71,80.8,59.98,38.57,87.3,62.99
2019-12-10,313.53,52.38,121.68,62.52,59.77,30.3,99.93,80.7,59.62,38.3,87.37,62.98
2019-12-11,314.42,52.62,121.99,62.61,59.67,30.23,100.02,81.21,60.07,38.01,87.96,63.15
2019-12-12,317.13,52.68,123.06,62.56,60.77,30.82,100.95,81.93,60.91,37.55,88.9,62.88
2019-12-13,317.32,52.56,123.17,62.78,60.31,30.71,100.88,81.71,60.44,37.59,89.49,63.37
2019-12-16,319.5,53.08,123.71,63.0,61.12,30.82,101.97,81.67,60.7,37.88,90.29,64.16
2019-12-17,319.57,53.03,124.26,62.9,61.16,30.94,101.86,81.59,60.79,37.47,90.08,64.37
2019-12-18,319.59,53.39,124.38,62.8,61.39,30.81,102.0,81.25,60.71,38.0,90.07,64.63
2019-12-19,320.9,53.88,124.77,63.14,61.37,30.8,102.4,81.47,60.92,38.36,90.72,64.65
2019-12-20,320.73,53.93,124.55,63.1,61.36,30.68,102.7,81.44,60.88,38.24,90.95,64.59
2019-12-23,321.22,53.79,124.26,62.83,61.99,30.61,103.11,82.11,61.05,38.01,91.21,63.99
2019-12-24,321.23,53.78,124.54,62.91,61.96,30.68,102.98,81.78,61.12,38.06,91.24,64.08
2019-12-26,322.94,54.19,126.06,62.97,61.94,30.85,102.91,81.97,61.39,38.29,91.92,64.19
2019-12-27,322.86,54.09,126.05,63.25,61.68,30.77,102.94,81.9,61.16,38.43,91.91,64.38
2019-12-30,321.08,53.53,125.24,62.92,59.7,30.68,101.66,81.52,60.97,38.4,91.38,64.37
2019-12-31,321.86,53.63,125.42,62.98,60.04,30.78,101.86,81.47,61.42,38.67,91.67,64.62
2020-01-02,324.87,54.26,126.91,62.48,60.58,31.08,102.13,83.01,60.7,38.22,93.39,63.81
2020-01-03,322.41,53.91,125.83,62.38,60.4,30.75,101.24,82.85,59.72,38.5,92.34,63.94
2020-01-06,323.64,54.63,126.18,62.51,60.87,30.73,101.87,82.88,59.46,38.51,92.56,64.0
2020-01-07,322.73,54.7,125.98,62.03,60.71,30.53,101.67,82.71,59.39,38.09,92.52,63.91
2020-01-08,324.45,55.09,126.36,62.26,59.71,30.73,102.33,82.99,59.6,38.28,93.51,63.88
2020-01-09,326.65,55.38,127.03,62.7,60.15,30.92,102.77,83.34,59.82,38.27,94.57,64.23
2020-01-10,325.71,55.16,126.34,62.66,59.81,30.69,102.8,82.75,59.58,38.64,94.35,64.4
2020-01-13,327.95,55.68,126.74,63.07,59.83,30.9,102.44,83.43,60.35,39.11,95.53,64.79
2020-01-14,327.45,55.54,126.7,63.09,59.84,30.84,103.06,83.44,60.1,38.92,95.08,64.98
2020-01-15,328.19,55.81,126.41,63.54,59.4,30.67,103.95,83.57,60.51,39.19,95.19,65.89
2020-01-16,330.92,56.24,127.54,63.71,59.5,30.94,104.49,84.4,60.87,39.54,96.47,66.3
2020-01-17,331.95,56.68,127.99,63.82,59.12,31.03,104.49,84.41,61.14,39.59,97.12,66.76
2020-01-21,331.3,56.63,127.6,64.04,58.06,30.77,104.6,83.48,60.48,39.99,97.08,67.37
2020-01-22,331.34,56.6,127.54,64.09,57.5,30.86,104.73,83.04,60.24,39.67,97.43,67.58
2020-01-23,331.72,56.37,127.73,64.03,57.28,30.78,104.2,83.94,60.17,40.05,97.89,68.18
2020-01-24,328.77,55.69,125.95,63.59,56.62,30.39,102.46,83.55,59.74,39.99,97.43,68.36
2020-01-27,323.5,54.82,124.07,63.39,55.05,29.92,101.68,81.97,58.45,39.82,95.11,68.19
2020-01-28,326.89,55.45,125.28,63.47,55.3,30.27,102.18,82.5,59.11,39.92,96.93,68.47
2020-01-29,326.62,55.36,125.21,63.15,54.72,30.22,101.9,82.94,59.3,39.71,97.18,68.65
2020-01-30,327.68,54.8,125.0,63.9,55.16,30.6,101.16,83.03,58.93,39.8,98.02,69.29
2020-01-31,321.73,53.91,125.32,63.18,53.44,29.96,99.14,81.11,57.63,39.23,95.33,68.98
2020-02-03,324.12,54.55,126.21,63.18,52.74,30.17,100.04,81.08,58.84,39.27,96.59,69.2
2020-02-04,329.06,55.12,128.51,63.56,52.93,30.46,101.8,82.61,59.88,39.78,99.12,68.51
2020-02-05,332.86,55.21,129.16,64.07,54.92,31.07,103.76,83.99,60.99,39.75,99.7,68.79
2020-02-06,333.98,55.9,128.87,64.18,54.36,31.03,103.85,84.26,60.96,39.92,100.61,68.81
2020-02-07,332.2,55.86,128.31,64.26,53.98,30.92,103.04,83.65,60.09,39.94,99.69,68.59
2020-02-10,334.68,56.19,129.76,64.53,53.71,31.01,103.59,84.12,60.06,40.4,101.04,68.85
2020-02-11,335.26,56.13,130.78,64.29,54.31,31.12,104.21,84.44,60.39,40.89,100.7,69.1
2020-02-12,337.42,56.86,132.12,64.26,55.04,31.14,104.34,85.23,60.72,41.15,101.79,69.15
2020-02-13,337.06,56.87,131.89,64.64,54.87,31.13,103.85,84.75,60.5,41.4,101.52,69.92
2020-02-14,337.6,56.94,131.69,64.79,54.58,31.17,103.93,84.64,60.51,41.88,101.96,70.39
2020-02-18,336.73,57.32,131.68,64.56,54.13,30.9,103.56,84.16,60.36,41.84,101.58,70.98
2020-02-19,338.34,57.58,132.27,64.49,54.85,31.13,104.04,84.13,60.52,41.25,102.79,70.21
2020-02-20,336.95,56.99,132.32,64.54,54.79,31.07,103.37,84.01,60.62,41.71,101.72,70.46
2020-02-21,333.48,56.12,130.3,64.65,54.14,30.77,103.43,83.59,60.34,41.93,99.44,70.33
2020-02-24,322.42,54.24,125.82,63.16,51.64,29.77,100.17,81.21,58.64,41.37,95.33,69.51
2020-02-25,312.65,52.79,122.46,62.02,49.36,28.76,97.13,77.9,56.11,40.33,92.28,68.05
2020-02-26,311.5,52.69,121.49,61.67,47.87,28.55,97.12,77.31,55.92,39.98,92.7,67.36
2020-02-27,297.51,50.61,116.58,59.16,45.31,27.33,93.82,74.44,53.3,37.72,87.7,64.33
2020-02-28,296.26,50.76,115.83,57.99,45.27,26.59,92.61,73.08,52.72,36.79,88.37,62.18
2020-03-02,309.09,52.52,119.81,61.09,47.1,27.95,96.95,75.65,54.98,38.62,93.48,65.84
2020-03-03,300.24,50.79,116.91,60.26,45.66,26.9,94.54,73.8,54.5,38.59,89.93,65.03
2020-03-04,312.86,52.62,120.95,63.22,46.74,27.79,99.99,76.85,56.76,40.09,93.79,68.72
2020-03-05,302.46,50.7,116.44,62.03,45.03,26.45,97.67,73.09,54.96,39.17,90.83,67.66
2020-03-06,297.46,49.82,114.65,61.54,42.5,25.55,97.15,72.45,53.53,38.5,88.91,67.11
2020-03-09,274.23,46.5,107.43,58.86,33.94,22.81,92.1,65.77,48.52,35.78,82.16,63.46
2020-03-10,288.42,48.87,113.37,60.55,35.55,24.15,95.26,69.18,50.49,37.52,87.64,64.05
2020-03-11,274.36,46.77,107.17,57.58,33.67,22.84,91.62,65.12,48.09,35.51,83.5,60.83
2020-03-12,248.11,42.38,96.34,52.17,29.47,20.37,84.78,58.38,43.46,32.46,75.35,54.69
2020-03-13,269.32,46.19,102.3,56.61,32.19,23.05,90.66,62.94,46.51,35.31,84.19,57.67
2020-03-16,239.85,40.98,89.34,52.77,27.81,19.89,81.72,55.8,41.39,29.66,72.56,51.12
2020-03-17,252.8,42.76,92.78,57.22,28.0,20.97,86.85,58.37,43.95,31.46,77.5,57.66
2020-03-18,240.0,41.34,87.45,55.75,23.98,19.19,83.97,54.07,41.14,29.25,74.58,55.15
2020-03-19,240.51,42.08,90.5,53.89,25.61,19.61,82.25,54.11,42.19,28.79,74.85,51.94
2020-03-20,228.8,40.22,87.81,50.4,25.86,18.91,79.09,51.4,40.68,27.16,71.42,47.82
2020-03-23,222.95,40.32,87.53,48.63,23.57,17.66,74.62,48.77,38.35,25.46,70.4,44.93
2020-03-24,243.15,42.8,95.74,51.11,27.35,19.85,80.37,54.94,42.86,27.68,77.61,49.76
2020-03-25,246.79,42.14,97.42,50.97,28.64,20.39,81.44,57.83,43.86,28.91,77.51,51.03
2020-03-26,261.2,44.54,101.45,53.76,30.39,21.67,86.85,61.48,45.92,31.13,82.31,55.38
2020-03-27,253.42,42.76,98.05,53.51,28.33,21.01,84.99,58.89,44.26,31.21,78.59,55.68
2020-03-30,261.65,44.32,100.1,55.6,28.62,21.41,88.97,59.75,45.67,32.02,81.9,57.74
2020-03-31,257.75,44.24,98.08,54.47,29.06,20.82,88.58,59.01,45.04,31.0,80.37,55.41
2020-04-01,246.15,42.48,93.7,53.55,27.62,19.55,85.21,56.35,43.01,29.12,76.54,52.08
2020-04-02,251.83,43.02,94.05,54.92,30.15,20.04,87.57,57.1,43.66,29.55,78.33,53.71
2020-04-03,248.19,42.15,92.41,55.35,29.83,19.64,86.78,56.34,42.61,29.3,77.12,51.79
2020-04-06,264.86,44.93,100.1,57.41,31.41,21.05,91.33,60.24,45.78,31.42,83.7,55.79
2020-04-07,265.13,45.26,101.59,56.75,32.08,21.26,90.58,60.1,47.0,31.43,82.95,55.09
2020-04-08,274.03,46.23,104.79,57.59,34.22,22.19,94.31,62.28,49.3,33.79,85.18,58.09
2020-04-09,278.2,46.57,106.68,58.13,33.91,23.38,94.83,63.22,51.42,35.53,85.2,60.83
2020-04-13,275.66,46.64,106.65,57.7,33.8,22.53,94.0,61.37,50.29,33.9,85.39,58.9
2020-04-14,283.79,48.02,110.82,60.15,33.64,22.63,97.12,62.54,50.94,35.03,88.97,60.63
2020-04-15,277.76,47.57,108.39,59.2,32.06,21.65,96.62,60.81,48.6,33.68,87.03,58.63
2020-04-16,279.1,47.76,109.69,59.59,30.69,21.27,98.73,60.27,48.32,33.46,88.09,58.64
2020-04-17,286.64,48.41,112.93,60.5,33.95,22.39,100.78,63.1,50.26,34.54,89.26,60.53
2020-04-20,281.59,47.97,110.96,59.31,32.89,22.0,99.98,61.42,49.02,33.26,87.83,58.24
2020-04-21,273.04,46.46,108.08,58.05,32.31,21.29,96.94,59.97,47.81,32.77,84.15,57.28
2020-04-22,279.1,47.71,110.41,58.61,33.46,21.52,98.42,60.6,48.75,33.34,87.39,58.95
2020-04-23,279.08,48.05,110.38,58.09,34.54,21.43,98.96,61.08,49.09,32.96,86.79,57.96
2020-04-24,282.97,48.66,112.25,58.71,34.62,21.74,100.29,61.57,49.86,33.08,88.63,58.32
2020-04-27,287.05,49.06,114.35,58.88,35.37,22.48,101.58,63.1,51.19,34.04,89.39,58.93
2020-04-28,285.73,48.17,114.8,59.21,36.18,22.72,99.53,64.28,52.14,34.07,88.2,59.15
2020-04-29,293.21,50.5,117.33,58.96,38.86,23.38,100.19,65.51,53.47,34.16,91.82,58.61
2020-04-30,290.48,50.28,116.6,58.26,38.0,22.79,99.73,64.21,51.88,33.92,91.41,57.26
2020-05-01,282.79,49.58,112.24,57.62,35.85,22.06,97.83,62.27,50.79,32.88,88.9,55.88
2020-05-04,283.57,49.87,112.85,57.59,37.09,21.86,97.78,61.48,50.97,32.86,90.08,56.3
2020-05-05,286.19,50.13,113.26,57.64,37.12,21.79,99.9,61.72,51.1,33.07,91.32,56.76
2020-05-06,284.25,49.99,113.24,57.01,36.15,21.32,98.91,60.87,50.22,32.46,92.03,54.83
2020-05-07,287.68,50.93,115.02,56.85,37.09,21.82,98.9,61.58,51.25,32.75,93.41,55.05
2020-05-08,292.44,51.86,117.26,58.12,38.78,22.29,99.41,63.11,52.48,33.35,94.78,56.16
2020-05-11,292.5,51.89,117.0,58.04,38.1,21.86,101.12,62.32,51.68,32.95,95.41,55.92
2020-05-12,286.67,50.88,114.44,57.55,37.43,21.29,99.58,60.57,50.89,31.55,93.44,55.43
2020-05-13,281.6,50.01,112.47,57.03,35.73,20.66,98.5,59.05,49.82,31.05,91.83,54.96
2020-05-14,284.97,50.55,114.15,56.89,36.13,21.19,99.58,59.67,50.43,31.09,93.0,55.55
2020-05-15,286.28,51.25,115.48,57.39,35.99,21.05,100.42,59.46,50.87,30.98,93.47,54.81
2020-05-18,295.0,52.33,119.85,58.3,38.93,22.13,101.25,63.38,53.19,32.49,95.76,57.06
2020-05-19,291.97,52.32,119.42,57.23,37.84,21.59,100.03,62.57,52.68,31.86,95.41,56.12
2020-05-20,296.93,53.77,120.98,57.91,39.35,22.07,100.15,63.74,53.52,32.16,97.5,56.43
2020-05-21,294.88,53.39,121.41,57.27,38.72,22.0,99.41,63.89,53.01,32.0,96.14,55.86
2020-05-22,295.44,53.71,121.23,57.47,38.48,21.92,99.62,63.84,52.93,32.7,96.49,56.48
2020-05-26,299.08,53.86,123.15,57.78,39.55,23.06,99.44,66.52,54.38,33.74,96.39,56.85
2020-05-27,303.53,54.24,125.26,58.65,40.06,24.06,100.47,68.74,54.93,34.46,96.94,57.53
2020-05-28,302.97,53.73,123.74,59.17,38.94,23.68,101.78,68.09,55.44,34.85,96.75,59.23
2020-05-29,304.32,54.02,124.19,59.23,38.76,23.41,103.01,67.67,55.45,34.65,97.97,59.69
2020-06-01,305.55,54.64,125.37,59.64,39.44,23.68,101.99,67.82,55.83,35.34,97.94,60.4
2020-06-02,308.08,54.86,126.44,59.8,40.54,23.87,102.58,68.7,56.84,35.57,98.86,60.79
2020-06-03,312.18,55.03,128.83,59.88,41.73,24.76,102.38,71.38,58.13,36.42,99.63,61.52
2020-06-04,311.36,54.62,128.18,59.59,41.74,25.3,101.57,72.14,58.34,35.74,98.81,60.42
2020-06-05,319.34,55.51,131.25,60.42,44.84,26.24,103.21,74.79,59.83,37.05,101.41,61.19
2020-06-08,323.2,56.55,133.25,61.07,46.86,26.74,103.92,76.29,59.91,37.86,101.92,62.83
2020-06-09,320.79,56.41,132.21,60.57,45.1,26.17,102.84,74.39,59.18,37.42,102.4,61.57
2020-06-10,319.0,56.24,130.97,60.4,42.88,25.19,102.68,72.61,58.51,36.72,104.11,61.21
2020-06-11,300.61,53.65,124.11,58.11,38.84,23.13,96.97,67.51,53.99,34.45,98.14,58.82
2020-06-12,304.21,54.12,125.34,58.12,39.82,23.83,97.6,68.82,55.04,35.54,99.41,58.67
2020-06-15,307.05,54.99,126.53,58.79,39.94,24.16,97.82,69.5,55.62,35.99,100.37,59.07
2020-06-16,312.96,55.44,129.19,59.71,41.09,24.54,100.23,70.86,56.78,36.59,102.51,59.34
2020-06-17,311.66,55.51,128.85,59.62,39.69,24.17,100.13,70.35,56.31,36.16,102.49,59.16
2020-06-18,311.78,55.69,128.38,59.93,40.18,24.14,99.79,70.09,56.35,35.71,102.95,59.15
2020-06-19,308.64,55.54,127.38,59.62,39.57,23.98,100.75,69.23,56.18,35.35,102.24,57.49
2020-06-22,310.62,55.55,128.39,58.99,39.25,23.71,99.94,69.04,56.08,34.98,103.88,57.57
2020-06-23,312.05,55.91,129.4,58.9,39.29,23.82,100.37,69.05,56.21,34.85,104.63,56.99
2020-06-24,304.09,54.65,126.55,57.91,37.11,22.98,97.75,66.65,54.57,33.96,102.27,56.47
2020-06-25,307.35,54.89,126.72,58.32,37.82,23.59,98.71,67.39,55.25,34.32,103.58,55.77
2020-06-26,300.05,52.47,123.75,57.13,36.51,22.58,97.51,66.14,54.49,33.73,101.54,55.18
2020-06-29,304.46,53.44,126.1,58.21,37.0,22.83,98.39,68.31,55.55,34.31,102.65,56.22
2020-06-30,308.36,54.04,127.71,58.64,37.85,23.14,100.07,68.7,56.35,34.81,104.49,56.43
2020-07-01,310.52,55.38,129.0,58.69,36.93,22.94,100.84,68.39,56.47,35.76,104.66,57.75
2020-07-02,312.23,55.2,129.51,58.99,37.34,22.97,101.6,68.98,57.53,35.64,105.27,57.9
2020-07-06,317.05,56.31,132.58,59.28,37.45,23.41,102.63,69.97,58.35,35.68,107.11,57.19
2020-07-07,313.78,56.15,130.5,59.82,36.26,22.93,101.74,68.63,58.37,35.1,105.99,56.96
2020-07-08,316.18,56.65,131.89,59.67,36.23,23.17,101.75,68.63,57.54,35.08,107.72,57.47
2020-07-09,314.38,56.72,131.74,59.2,34.44,22.68,100.95,67.14,57.0,34.96,108.11,56.7
2020-07-10,317.59,57.7,133.31,60.29,35.54,23.46,100.71,68.01,57.99,35.0,108.08,57.77
2020-07-13,314.84,56.54,131.62,60.2,35.35,23.56,101.28,68.29,57.99,34.45,105.84,57.83
2020-07-14,318.92,57.1,132.93,61.08,36.59,23.68,103.29,69.77,59.45,34.79,107.06,58.37
2020-07-15,321.85,57.44,134.83,61.13,37.38,24.15,104.63,71.55,60.45,34.95,107.64,58.14
2020-07-16,320.79,57.54,134.47,61.26,37.21,24.15,104.46,71.57,60.65,34.54,106.31,58.88
2020-07-17,321.72,57.41,133.84,61.59,36.69,23.95,105.89,72.0,61.16,35.02,106.83,60.21
2020-07-20,324.32,58.1,135.98,60.97,36.08,23.84,105.87,71.12,60.63,34.69,109.56,59.42
2020-07-21,325.01,57.82,136.19,61.5,38.26,24.31,105.8,72.06,61.16,34.7,108.46,59.69
2020-07-22,326.86,57.88,137.36,61.99,37.79,24.31,106.75,72.64,61.87,35.12,109.33,60.61
2020-07-23,322.96,56.94,135.3,62.21,37.72,24.33,106.27,72.42,61.68,34.94,106.49,60.68
2020-07-24,320.88,56.85,135.54,62.13,37.51,24.27,105.1,71.84,61.47,34.8,105.2,60.28
2020-07-27,323.22,57.24,136.38,62.44,37.55,24.07,105.89,72.14,62.36,35.21,106.86,59.55
2020-07-28,321.17,56.65,135.03,62.67,36.91,24.01,105.77,71.64,60.99,35.92,105.61,60.45
2020-07-29,325.12,57.17,136.4,62.76,37.68,24.46,106.88,72.73,61.49,36.6,107.14,60.73
2020-07-30,323.96,57.33,136.29,62.76,36.2,24.02,106.14,72.0,60.3,36.3,107.74,60.73
2020-07-31,326.52,58.13,137.0,62.7,36.03,24.03,105.53,71.73,60.36,36.26,110.43,60.83
2020-08-03,328.79,58.18,136.71,62.53,36.16,24.1,106.62,72.03,60.02,35.68,113.15,60.17
2020-08-04,330.06,58.55,137.81,63.31,37.04,24.0,106.15,72.21,60.87,36.21,113.44,60.83
2020-08-05,332.11,58.46,139.49,63.18,37.43,24.33,106.64,73.59,61.76,35.94,113.86,60.05
2020-08-06,334.33,60.0,140.17,63.17,37.13,24.32,106.07,73.87,61.5,36.01,115.46,60.4
2020-08-07,334.57,59.93,140.38,63.51,37.18,24.84,106.41,75.13,61.71,36.5,113.74,61.49
2020-08-10,335.57,59.73,142.06,63.84,38.33,25.02,106.05,76.98,62.31,36.44,113.42,61.47
2020-08-11,332.8,58.84,141.78,63.4,38.2,25.31,105.38,77.39,62.2,35.74,111.38,60.14
2020-08-12,337.44,59.54,143.66,64.22,38.58,25.24,107.15,77.64,62.57,36.19,113.91,61.01
2020-08-13,336.83,59.84,143.6,64.17,37.83,25.08,107.01,77.23,62.56,35.77,113.96,60.91
2020-08-14,336.84,59.83,143.59,64.16,38.19,25.18,106.8,77.53,62.63,35.86,113.88,60.38
2020-08-17,337.91,59.9,145.44,64.52,37.97,24.76,107.43,77.17,62.91,36.18,114.64,60.3
2020-08-18,338.64,60.44,146.34,64.78,37.49,24.6,107.4,76.75,62.65,36.14,115.07,60.03
2020-08-19,337.23,60.27,145.65,64.27,37.06,24.59,107.05,76.55,62.47,35.4,114.93,59.85
2020-08-20,338.28,61.02,145.43,64.14,36.26,24.36,106.71,76.14,62.25,35.78,116.46,59.32
2020-08-21,339.48,60.75,146.18,64.3,36.03,24.31,106.82,76.45,61.89,35.9,117.94,59.42
2020-08-24,342.92,61.49,148.4,64.85,37.02,24.89,106.33,77.83,62.98,35.95,118.96,59.94
2020-08-25,344.12,62.07,148.89,64.71,36.5,24.96,107.05,77.73,62.73,36.06,119.56,59.37
2020-08-26,347.57,64.19,150.36,64.79,35.73,24.84,106.92,77.77,63.39,35.81,121.99,58.71
2020-08-27,348.33,63.41,149.55,65.19,35.8,25.26,107.76,78.05,63.22,36.29,122.09,58.9
2020-08-28,350.58,63.56,150.53,65.77,36.44,25.36,108.0,78.79,63.97,36.57,123.16,59.07
2020-08-31,349.31,63.26,150.09,65.58,35.65,25.06,108.26,77.81,62.99,36.25,123.55,59.25
2020-09-01,352.6,63.78,151.66,65.65,35.41,25.13,107.29,78.6,64.76,36.19,125.91,58.57
2020-09-02,357.7,65.14,153.76,66.84,35.24,25.49,109.44,79.9,66.23,37.0,127.03,60.39
2020-09-03,345.39,62.93,148.88,65.69,34.98,25.1,106.46,77.66,64.4,36.38,119.79,59.71
2020-09-04,342.57,61.78,147.16,65.54,34.87,25.29,105.7,77.84,64.44,36.25,118.12,59.37
2020-09-08,333.21,60.15,145.23,64.16,33.6,24.64,103.96,76.38,63.23,35.79,112.78,59.04
2020-09-09,339.79,60.87,147.97,65.09,33.83,24.89,105.8,77.56,64.86,36.18,116.46,59.82
2020-09-10,333.89,59.97,145.85,64.29,32.59,24.54,104.18,76.57,64.25,35.67,113.83,58.79
2020-09-11,334.06,59.78,146.07,64.65,32.62,24.71,104.59,77.61,65.07,35.55,112.96,58.93
2020-09-14,338.46,60.01,147.62,65.07,32.87,25.05,106.09,78.66,66.01,36.42,115.33,59.74
2020-09-15,340.17,61.08,148.83,64.98,32.63,24.71,106.23,78.71,66.33,36.9,116.47,60.14
2020-09-16,338.82,60.42,148.0,64.69,33.94,24.99,106.05,79.51,66.38,37.14,114.67,60.06
2020-09-17,335.84,59.31,145.92,64.28,33.99,24.73,105.7,79.67,66.87,36.32,113.72,59.57
